title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Temperiermaschine Aasted C9436i,Aasted,C9436i,1996,neu,funktionsfähig,53.791,EUR,"Birmingham, United Kingdom",United Kingdom,,31 kg,Spannung: 230V 50Hz,Aasted Typ C9436i. Temperiermaschine Aasted C9436i. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Maschine kann vor Ort besichtigt werden.,Alpine Technik AG,Yes,61897161,Süßwarenmaschinen,https://www.maschinensucher.de/aasted-c9436i/i-61897161,https://cdn.machineseeker.com/img/listings/61897161/1.jpg,19.09.2026
Kerzenfilter SPX Flow X6223C,SPX Flow,X6223C,1995,gebraucht,nicht geprüft,22.657,EUR,"Stuttgart, Deutschland",Deutschland,,,Spannung: 380V 60Hz; Leistung: 18.5 kW,Verkauf einer Kerzenfilter SPX Flow X6223C vom Hersteller SPX Flow. Das Modell X6223C ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht.,TechniTrade GmbH,Yes,33641861,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/spx+flow-x6223c/i-33641861,https://cdn.machineseeker.com/img/listings/33641861/1.jpg,09.06.2025
Konvektomat Hobart XL1188B,Hobart,XL1188B,2019,gebraucht,voll funktionsfähig,481,EUR,"Bremen, Deutschland",Deutschland,2293 x 1705 x 1993 mm,606 kg,Spannung: 380V 60Hz; Leistung: 22 kW,Konvektomat Hobart XL1188B von Hobart. Modell XL1188B. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Ersatzteile verfügbar.,MaschinenWelt Online,No,3724419,Küchentechnik,https://www.maschinensucher.de/hobart-xl1188b/i-3724419,https://cdn.machineseeker.com/img/listings/3724419/1.jpg,11.12.2026
Produktionsmaschine Hiller K 9930XL,Hiller,K 9930XL,,neu,funktionsfähig,Preisinfo,,"Berlin, Deutschland",Deutschland,,123 kg,Spannung: 480V 60Hz; Leistung: 45 kW,Produktionsmaschine Hiller K 9930XL von Hiller. Modell K 9930XL. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden. Maschine kann vor Ort besichtigt werden.,Anlagenbau Schneider,No,16536715,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/hiller-k+9930xl/i-16536715,https://cdn.machineseeker.com/img/listings/16536715/1.jpg,16.07.2025
Verarbeitungsanlage Ross M 462Plus,Ross,M 462Plus,2023,gut (gebraucht),voll funktionsfähig,7.952,EUR,"Mailand, Italien",Italien,3105 x 1766 x 1037 mm,632 kg,Spannung: 480V 60Hz; Leistung: 11 kW,Verarbeitungsanlage Ross M 462Plus - Ross M 462Plus. Diese Maschine ist in gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,Ost-Technik Vertrieb,No,63053777,Getreideverarbeitung,https://www.maschinensucher.de/ross-m+462plus/i-63053777,https://cdn.machineseeker.com/img/listings/63053777/1.jpg,16.02.2025
Produktionsmaschine Retsch E6030Pro,Retsch,E6030Pro,,neu,nicht geprüft,293.710,EUR,"Krakau, Polen",Polen,4678 x 834 x 1361 mm,5730 kg,Spannung: 220V 50Hz,Retsch E6030Pro - Produktionsmaschine Retsch E6030Pro. Kategorie: Fischverarbeitungsmaschinen. Zustand: neu. Sofort verfügbar ab Lager.,B&K Maschinenhandel,Yes,13432654,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/retsch-e6030pro/i-13432654,https://cdn.machineseeker.com/img/listings/13432654/1.jpg,22.08.2025
CIP-Anlage Hosokawa A2776-L,Hosokawa,A2776-L,2004,überholt,funktionsfähig,12.278,EUR,"Bern, Schweiz",Schweiz,3961 x 1930 x 809 mm,,,Zu verkaufen: CIP-Anlage Hosokawa A2776-L (Hosokawa A2776-L). Die Maschine befindet sich in überholtem Zustand. Besichtigung nach Vereinbarung möglich. Preis ist VB (Verhandlungsbasis).,Industriehandel Schmidt,No,77814206,Reinigungstechnik,https://www.maschinensucher.de/hosokawa-a2776-l/i-77814206,https://cdn.machineseeker.com/img/listings/77814206/1.jpg,18.07.2025
Homogenisator APV W-7827,APV,W-7827,2000,überholt,funktionsfähig,105.665,EUR,"Antwerpen, Belgien",Belgien,3846 x 2717 x 1166 mm,13060 kg,Spannung: 400V 50Hz; Leistung: 5.5 kW,Wir bieten eine Homogenisator APV W-7827 der Marke APV (Modell: W-7827) an. Zustand: überholt. Alle Funktionen geprüft.,Deutsche Industriemaschinen,Yes,6344288,Milch & Milchprodukte,https://www.maschinensucher.de/apv-w-7827/i-6344288,https://cdn.machineseeker.com/img/listings/6344288/1.jpg,16.10.2024
Schneidemaschine Convotherm N 1822A,Convotherm,N 1822A,2022,gebraucht,voll funktionsfähig,19.495,EUR,"Frankfurt am Main, Deutschland",Deutschland,,137 kg,Spannung: 400V 50Hz; Leistung: 0.37 kW,"Gebrauchte Schneidemaschine Convotherm N 1822A, Hersteller: Convotherm, Typ: N 1822A. Maschine wurde generalüberholt und ist betriebsbereit. Weitere Bilder auf Anfrage.",Deutsche Industriemaschinen,No,80908307,Küchentechnik,https://www.maschinensucher.de/convotherm-n+1822a/i-80908307,https://cdn.machineseeker.com/img/listings/80908307/1.jpg,06.07.2025
Prozessanlage Fritsch S9551-L,Fritsch,S9551-L,2015,neu,funktionsfähig,118.155,EUR,"Basel, Schweiz",Schweiz,3007 x 2499 x 409 mm,13051 kg,Spannung: 480V 50Hz; Leistung: 0.37 kW,Wir bieten eine Prozessanlage Fritsch S9551-L der Marke Fritsch (Modell: S9551-L) an. Zustand: neu. Alle Funktionen geprüft. CE-Kennzeichnung vorhanden.,FoodTech Solutions GmbH,No,98032148,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/fritsch-s9551-l/i-98032148,https://cdn.machineseeker.com/img/listings/98032148/1.jpg,22.11.2026
Vakuumierer Optima R7179-S,Optima,R7179-S,,überholt,voll funktionsfähig,2.126,EUR,"Basel, Schweiz",Schweiz,4334 x 829 x 1056 mm,2367 kg,Spannung: 380V 50Hz; Leistung: 30 kW,Vakuumierer Optima R7179-S - Optima R7179-S. Diese Maschine ist in überholtem Zustand und wurde regelmäßig gewartet.,ProcessTech Europe,No,51104440,Verpackungsmaschinen,https://www.maschinensucher.de/optima-r7179-s/i-51104440,https://cdn.machineseeker.com/img/listings/51104440/1.jpg,18.11.2025
Verarbeitungsanlage Franz Haas T-7281C,Franz Haas,T-7281C,2002,neu,voll funktionsfähig,215.576,EUR,"Amsterdam, Niederlande",Niederlande,,14603 kg,Spannung: 220V 60Hz; Leistung: 3 kW,"Gebrauchte Verarbeitungsanlage Franz Haas T-7281C, Hersteller: Franz Haas, Typ: T-7281C. Maschine wurde generalüberholt und ist betriebsbereit.",B&K Maschinenhandel,No,30551022,Maschinen für Feinkost,https://www.maschinensucher.de/franz+haas-t-7281c/i-30551022,https://cdn.machineseeker.com/img/listings/30551022/1.jpg,12.01.2025
Gefriertrockner IKA X1407HD,IKA,X1407HD,2022,gebraucht,nicht geprüft,6.681,EUR,"Barcelona, Spanien",Spanien,711 x 2207 x 472 mm,,,IKA Typ X1407HD. Gefriertrockner IKA X1407HD. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Inklusive Dokumentation und Bedienungsanleitung.,TradeMachines International,Yes,61918125,Trockner für Lebensmittel,https://www.maschinensucher.de/ika-x1407hd/i-61918125,https://cdn.machineseeker.com/img/listings/61918125/1.jpg,08.02.2024
Industriemaschine Amixon T1130,Amixon,T1130,2012,gebraucht,voll funktionsfähig,3.227,EUR,"Hamburg, Deutschland",Deutschland,3245 x 1004 x 3187 mm,38 kg,Spannung: 220V 50Hz; Leistung: 90 kW,Industriemaschine Amixon T1130 von Amixon. Modell T1130. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Inklusive Dokumentation und Bedienungsanleitung.,Gastro-Technik Becker,Yes,42888782,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/amixon-t1130/i-42888782,https://cdn.machineseeker.com/img/listings/42888782/1.jpg,05.08.2026
Produktionsmaschine GEA F8439C,GEA,F8439C,1998,sehr gut (gebraucht),voll funktionsfähig,1.084,EUR,"Hannover, Deutschland",Deutschland,4285 x 2649 x 2962 mm,2684 kg,Spannung: 220V 50Hz; Leistung: 2.2 kW,Verkauf einer Produktionsmaschine GEA F8439C vom Hersteller GEA. Das Modell F8439C ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht).,MH Maschinenhandel GmbH,No,59346227,Mengenmaschinen,https://www.maschinensucher.de/gea-f8439c/i-59346227,https://cdn.machineseeker.com/img/listings/59346227/1.jpg,17.07.2025
Walzentrockner Silverson W 1425A,Silverson,W 1425A,2002,sehr gut (gebraucht),nicht geprüft,142.798,EUR,"Brüssel, Belgien",Belgien,,8967 kg,Spannung: 380V 50Hz; Leistung: 0.37 kW,Verkauf einer Walzentrockner Silverson W 1425A vom Hersteller Silverson. Das Modell W 1425A ist bekannt für seine Zuverlässigkeit. Zustand: sehr gut (gebraucht).,Machinery Europe GmbH,Yes,72945859,Trockner für Lebensmittel,https://www.maschinensucher.de/silverson-w+1425a/i-72945859,https://cdn.machineseeker.com/img/listings/72945859/1.jpg,04.12.2025
Industriemaschine Amixon F4867,Amixon,F4867,,gebraucht,voll funktionsfähig,242,EUR,"Köln, Deutschland",Deutschland,1405 x 2668 x 2491 mm,3799 kg,Spannung: 230V 60Hz; Leistung: 5.5 kW,Verkauf einer Industriemaschine Amixon F4867 vom Hersteller Amixon. Das Modell F4867 ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht. CE-Kennzeichnung vorhanden.,Anlagen & Maschinen Fischer,No,1463031,Mühlen für Lebensmittel,https://www.maschinensucher.de/amixon-f4867/i-1463031,https://cdn.machineseeker.com/img/listings/1463031/1.jpg,02.08.2026
Verschließer Steinecker Z 2616-S,Steinecker,Z 2616-S,1998,gebraucht,voll funktionsfähig,562,EUR,"Antwerpen, Belgien",Belgien,,21 kg,Spannung: 480V 50Hz; Leistung: 1.5 kW,Verschließer Steinecker Z 2616-S - Steinecker Z 2616-S. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Weitere Bilder auf Anfrage.,Machinery Europe GmbH,Yes,57464196,Getränkemaschinen,https://www.maschinensucher.de/steinecker-z+2616-s/i-57464196,https://cdn.machineseeker.com/img/listings/57464196/1.jpg,15.01.2025
Abfüllanlage Sidel XL-6350i,Sidel,XL-6350i,2017,überholt,voll funktionsfähig,6.998,EUR,"Prag, Tschechien",Tschechien,749 x 2510 x 421 mm,,Spannung: 400V 60Hz; Leistung: 90 kW,Abfüllanlage Sidel XL-6350i - Sidel XL-6350i. Diese Maschine ist in überholtem Zustand und wurde regelmäßig gewartet.,Anlagen & Maschinen Fischer,No,4860210,Getränkemaschinen,https://www.maschinensucher.de/sidel-xl-6350i/i-4860210,https://cdn.machineseeker.com/img/listings/4860210/1.jpg,28.04.2025
Bandtrockner Zeppelin M2619A,Zeppelin,M2619A,1996,gut (gebraucht),voll funktionsfähig,59.522,EUR,"Amsterdam, Niederlande",Niederlande,4798 x 2561 x 1712 mm,8943 kg,Spannung: 220V 60Hz; Leistung: 45 kW,Zu verkaufen: Bandtrockner Zeppelin M2619A (Zeppelin M2619A). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. Weitere Bilder auf Anfrage.,Anlagen & Maschinen Fischer,Yes,46983426,Trockner für Lebensmittel,https://www.maschinensucher.de/zeppelin-m2619a/i-46983426,https://cdn.machineseeker.com/img/listings/46983426/1.jpg,09.03.2026
Prozessanlage Andritz S-4323HD,Andritz,S-4323HD,2026,gut (gebraucht),voll funktionsfähig,1.069,EUR,"Zürich, Schweiz",Schweiz,,4887 kg,Spannung: 220V 50Hz,Wir bieten eine Prozessanlage Andritz S-4323HD der Marke Andritz (Modell: S-4323HD) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Alpine Technik AG,No,47766218,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/andritz-s-4323hd/i-47766218,https://cdn.machineseeker.com/img/listings/47766218/1.jpg,14.03.2025
Langwirkmaschine Wachtel M-8491A,Wachtel,M-8491A,2023,gebraucht,voll funktionsfähig,8.692,EUR,"Bremen, Deutschland",Deutschland,1904 x 874 x 926 mm,1997 kg,Spannung: 220V 50Hz; Leistung: 5.5 kW,"Gebrauchte Langwirkmaschine Wachtel M-8491A, Hersteller: Wachtel, Typ: M-8491A. Maschine wurde generalüberholt und ist betriebsbereit. Inbetriebnahme und Schulung möglich.",Gebrauchte-Maschinen.de,No,7723247,Bäckereimaschinen,https://www.maschinensucher.de/wachtel-m-8491a/i-7723247,https://cdn.machineseeker.com/img/listings/7723247/1.jpg,02.07.2024
Überziehmaschine Prefamac T1896C,Prefamac,T1896C,2000,gebraucht,funktionsfähig,53.995,EUR,"Bologna, Italien",Italien,2928 x 2035 x 3349 mm,,Spannung: 480V 50Hz; Leistung: 0.37 kW,Überziehmaschine Prefamac T1896C von Prefamac. Modell T1896C. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden. Inklusive Dokumentation und Bedienungsanleitung.,Bayerische Maschinenhandel,No,96104174,Süßwarenmaschinen,https://www.maschinensucher.de/prefamac-t1896c/i-96104174,https://cdn.machineseeker.com/img/listings/96104174/1.jpg,24.08.2026
Industriemaschine Franz Haas E4212E,Franz Haas,E4212E,2003,sehr gut (gebraucht),voll funktionsfähig,43.325,EUR,"Krakau, Polen",Polen,4832 x 1906 x 1425 mm,828 kg,Spannung: 230V 50Hz; Leistung: 15 kW,"Gebrauchte Industriemaschine Franz Haas E4212E, Hersteller: Franz Haas, Typ: E4212E. Maschine wurde generalüberholt und ist betriebsbereit.",Maschinen Müller GmbH,No,4595306,Lagerung & Handhabung,https://www.maschinensucher.de/franz+haas-e4212e/i-4595306,https://cdn.machineseeker.com/img/listings/4595306/1.jpg,08.06.2025
Kombidämpfer Bertos D9326E,Bertos,D9326E,2006,gut (gebraucht),eingeschränkt funktionsfähig,409,EUR,"Bremen, Deutschland",Deutschland,4575 x 709 x 3404 mm,11936 kg,Spannung: 220V 50Hz; Leistung: 0.37 kW,Zu verkaufen: Kombidämpfer Bertos D9326E (Bertos D9326E). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Ost-Technik Vertrieb,No,86213862,Küchentechnik,https://www.maschinensucher.de/bertos-d9326e/i-86213862,https://cdn.machineseeker.com/img/listings/86213862/1.jpg,24.05.2024
Druckfilter Zeppelin M3274Pro,Zeppelin,M3274Pro,1996,gebraucht,voll funktionsfähig,Preisinfo,,"Wien, Österreich",Österreich,390 x 2750 x 1807 mm,508 kg,Spannung: 380V 60Hz; Leistung: 4 kW,Druckfilter Zeppelin M3274Pro von Zeppelin. Modell M3274Pro. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Techno-Food Systems,No,74482120,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/zeppelin-m3274pro/i-74482120,https://cdn.machineseeker.com/img/listings/74482120/1.jpg,11.03.2025
Industriemaschine Haas XL8222-M,Haas,XL8222-M,1996,neu,funktionsfähig,Preisinfo,,"Graz, Österreich",Österreich,1154 x 2232 x 1400 mm,301 kg,,Industriemaschine Haas XL8222-M von Haas. Modell XL8222-M. Zustand: neu. Maschine ist einsatzbereit und kann sofort geliefert werden. Maschine kann vor Ort besichtigt werden.,B&K Maschinenhandel,No,38509125,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/haas-xl8222-m/i-38509125,https://cdn.machineseeker.com/img/listings/38509125/1.jpg,16.01.2024
Produktionsmaschine Waukesha N-3937XL,Waukesha,N-3937XL,2005,gut (gebraucht),voll funktionsfähig,1.654,EUR,"Zürich, Schweiz",Schweiz,1237 x 1304 x 1663 mm,32 kg,Spannung: 480V 60Hz; Leistung: 15 kW,Produktionsmaschine Waukesha N-3937XL - Waukesha N-3937XL. Diese Maschine ist in gut (gebraucht)em Zustand und wurde regelmäßig gewartet.,ProcessTech Europe,No,18834927,Lagerung & Handhabung,https://www.maschinensucher.de/waukesha-n-3937xl/i-18834927,https://cdn.machineseeker.com/img/listings/18834927/1.jpg,20.06.2025
Produktionsmaschine SPX Flow 837HD,SPX Flow,837HD,,sehr gut (gebraucht),voll funktionsfähig,4.167,EUR,"Parma, Italien",Italien,3682 x 2671 x 1652 mm,190 kg,Spannung: 230V 60Hz; Leistung: 90 kW,Zu verkaufen: Produktionsmaschine SPX Flow 837HD (SPX Flow 837HD). Die Maschine befindet sich in sehr gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Gebrauchte-Maschinen.de,Yes,80746849,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/spx+flow-837hd/i-80746849,https://cdn.machineseeker.com/img/listings/80746849/1.jpg,05.07.2025
Prozessanlage Rieter N 1467A,Rieter,N 1467A,2006,gebraucht,voll funktionsfähig,1.312,EUR,"Basel, Schweiz",Schweiz,1671 x 318 x 2401 mm,,Spannung: 400V 60Hz; Leistung: 45 kW,Rieter N 1467A - Prozessanlage Rieter N 1467A. Kategorie: Pastamaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager. Inbetriebnahme und Schulung möglich.,Alpine Technik AG,No,71267608,Pastamaschinen,https://www.maschinensucher.de/rieter-n+1467a/i-71267608,https://cdn.machineseeker.com/img/listings/71267608/1.jpg,19.05.2025
Fertigungsmaschine Siemens R-9037Plus,Siemens,R-9037Plus,2012,überholt,voll funktionsfähig,842,EUR,"Düsseldorf, Deutschland",Deutschland,2835 x 2023 x 951 mm,,,Zu verkaufen: Fertigungsmaschine Siemens R-9037Plus (Siemens R-9037Plus). Die Maschine befindet sich in überholtem Zustand. Besichtigung nach Vereinbarung möglich.,Weber Maschinenhandel,No,40197113,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/siemens-r-9037plus/i-40197113,https://cdn.machineseeker.com/img/listings/40197113/1.jpg,14.08.2024
Verarbeitungsanlage Fristam F 4996HD,Fristam,F 4996HD,,gut (gebraucht),voll funktionsfähig,23.694,EUR,"Prag, Tschechien",Tschechien,2315 x 2524 x 2133 mm,,Spannung: 400V 60Hz,Fristam Typ F 4996HD. Verarbeitungsanlage Fristam F 4996HD. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Maschine kann vor Ort besichtigt werden.,Industriehandel Schmidt,No,65933999,Maschinen für Feinkost,https://www.maschinensucher.de/fristam-f+4996hd/i-65933999,https://cdn.machineseeker.com/img/listings/65933999/1.jpg,01.05.2026
Industriemaschine Silverson W7160A,Silverson,W7160A,,gebraucht,voll funktionsfähig,9.688,EUR,"Kopenhagen, Dänemark",Dänemark,3660 x 1826 x 807 mm,5661 kg,Spannung: 480V 60Hz; Leistung: 18.5 kW,Verkauf einer Industriemaschine Silverson W7160A vom Hersteller Silverson. Das Modell W7160A ist bekannt für seine Zuverlässigkeit. Zustand: gebraucht.,Maschinen Müller GmbH,No,81104893,Räucheranlagen,https://www.maschinensucher.de/silverson-w7160a/i-81104893,https://cdn.machineseeker.com/img/listings/81104893/1.jpg,02.08.2024
Überziehmaschine Gami T-1577Plus,Gami,T-1577Plus,2004,gebraucht,voll funktionsfähig,547,EUR,"Mailand, Italien",Italien,2327 x 258 x 1126 mm,14413 kg,Spannung: 230V 60Hz; Leistung: 4 kW,Wir bieten eine Überziehmaschine Gami T-1577Plus der Marke Gami (Modell: T-1577Plus) an. Zustand: gebraucht. Alle Funktionen geprüft.,Gebrauchte-Maschinen.de,Yes,11354092,Süßwarenmaschinen,https://www.maschinensucher.de/gami-t-1577plus/i-11354092,https://cdn.machineseeker.com/img/listings/11354092/1.jpg,14.07.2026
Verarbeitungsanlage Rademaker N-7365HD,Rademaker,N-7365HD,2000,gut (gebraucht),voll funktionsfähig,24.557,EUR,"Kopenhagen, Dänemark",Dänemark,4072 x 2819 x 1948 mm,193 kg,Spannung: 480V 60Hz,Wir bieten eine Verarbeitungsanlage Rademaker N-7365HD der Marke Rademaker (Modell: N-7365HD) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Gastro-Technik Becker,No,48669006,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/rademaker-n-7365hd/i-48669006,https://cdn.machineseeker.com/img/listings/48669006/1.jpg,17.08.2026
Produktionsmaschine Baker Perkins C-5282,Baker Perkins,C-5282,2020,überholt,voll funktionsfähig,2.595,EUR,"Rotterdam, Niederlande",Niederlande,,,Spannung: 220V 60Hz,Baker Perkins C-5282 - Produktionsmaschine Baker Perkins C-5282. Kategorie: Pastamaschinen. Zustand: überholt. Sofort verfügbar ab Lager. CE-Kennzeichnung vorhanden.,ProcessTech Europe,No,53123959,Pastamaschinen,https://www.maschinensucher.de/baker+perkins-c-5282/i-53123959,https://cdn.machineseeker.com/img/listings/53123959/1.jpg,28.01.2024
Kühltunnel Hiller C 5242B,Hiller,C 5242B,2005,sehr gut (gebraucht),voll funktionsfähig,Preisinfo,,"Dortmund, Deutschland",Deutschland,,,Spannung: 380V 50Hz; Leistung: 30 kW,Hiller C 5242B - Kühltunnel Hiller C 5242B. Kategorie: Kühlanlagen für Lebensmittel. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager. Inklusive Dokumentation und Bedienungsanleitung.,Anlagen Center Berlin,No,47154503,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/hiller-c+5242b/i-47154503,https://cdn.machineseeker.com/img/listings/47154503/1.jpg,18.06.2024
Industriemaschine Bosch L-1810,Bosch,L-1810,2020,gut (gebraucht),funktionsfähig,392,EUR,"Düsseldorf, Deutschland",Deutschland,,5660 kg,,Industriemaschine Bosch L-1810 von Bosch. Modell L-1810. Zustand: gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Ersatzteile verfügbar.,FoodTech Solutions GmbH,Yes,68202612,Pastamaschinen,https://www.maschinensucher.de/bosch-l-1810/i-68202612,https://cdn.machineseeker.com/img/listings/68202612/1.jpg,01.05.2025
Prozessanlage Handtmann XL-4112i,Handtmann,XL-4112i,2000,gut (gebraucht),eingeschränkt funktionsfähig,53.210,EUR,"Mailand, Italien",Italien,3082 x 2980 x 2469 mm,,Spannung: 380V 50Hz; Leistung: 11 kW,Zu verkaufen: Prozessanlage Handtmann XL-4112i (Handtmann XL-4112i). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich. CE-Kennzeichnung vorhanden.,Alpine Technik AG,Yes,50963396,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/handtmann-xl-4112i/i-50963396,https://cdn.machineseeker.com/img/listings/50963396/1.jpg,07.07.2025
